Indicator,Countryname,Year,Zone,Area En,Area Sp,Countrycode,Countryname Sp,Date,Indicator Sp,Series,Upi,Circa,count,Country,Number of Records,Rate
"Generalized entropy, GE(2)",Latin America & the Caribbean,2015,National,National,Nacional,LAC,América Latina y el Caribe,05 August 2020,"Indice de entropia, GE(2)",1,WB569452,9999,1,999,1,1.082532609
"Atkinson, A(0.5)",Latin America & the Caribbean,2015,National,National,Nacional,LAC,América Latina y el Caribe,05 August 2020,"Atkinson, A(0.5)",1,WB569452,9999,1,999,1,0.216207596
"Atkinson, A(1)",Latin America & the Caribbean,2015,National,National,Nacional,LAC,América Latina y el Caribe,05 August 2020,"Atkinson, A(1)",1,WB569452,9999,1,999,1,0.373232885
"Atkinson, A(2)",Latin America & the Caribbean,2015,National,National,Nacional,LAC,América Latina y el Caribe,05 August 2020,"Atkinson, A(2)",1,WB569452,9999,1,999,1,0.608418737
Gini coefficient (no zero income),Latin America & the Caribbean,2015,National,National,Nacional,LAC,América Latina y el Caribe,05 August 2020,Coeficiente Gini (ingreso mayor a zero),1,WB569452,9999,1,999,1,0.510310662
Gini coefficient,Latin America & the Caribbean,2016,National,National,Nacional,LAC,América Latina y el Caribe,05 August 2020,Coeficiente Gini,1,WB569452,9999,1,999,1,0.515533734
Rate 90/10,Latin America & the Caribbean,2016,National,National,Nacional,LAC,América Latina y el Caribe,05 August 2020,Razon 90/10,1,WB569452,9999,1,999,1,10.330774573
Rate 75/25,Latin America & the Caribbean,2016,National,National,Nacional,LAC,América Latina y el Caribe,05 August 2020,Razon 75/25,1,WB569452,9999,1,999,1,3.249370936
"Generalized entropy, GE(-1)",Latin America & the Caribbean,2016,National,National,Nacional,LAC,América Latina y el Caribe,05 August 2020,"Indice de entropia, GE(-1)",1,WB569452,9999,1,999,1,0.821804517
"Mean log deviation, GE(0)",Latin America & the Caribbean,2016,National,National,Nacional,LAC,América Latina y el Caribe,05 August 2020,"Mean log deviation, GE(0)",1,WB569452,9999,1,999,1,0.478169891
"Theil index, GE(1)",Latin America & the Caribbean,2016,National,National,Nacional,LAC,América Latina y el Caribe,05 August 2020,"Indice de Theil, GE(1)",1,WB569452,9999,1,999,1,0.527184117
"Generalized entropy, GE(2)",Latin America & the Caribbean,2016,National,National,Nacional,LAC,América Latina y el Caribe,05 August 2020,"Indice de entropia, GE(2)",1,WB569452,9999,1,999,1,1.142475096
"Atkinson, A(0.5)",Latin America & the Caribbean,2016,National,National,Nacional,LAC,América Latina y el Caribe,05 August 2020,"Atkinson, A(0.5)",1,WB569452,9999,1,999,1,0.220552060
"Atkinson, A(1)",Latin America & the Caribbean,2016,National,National,Nacional,LAC,América Latina y el Caribe,05 August 2020,"Atkinson, A(1)",1,WB569452,9999,1,999,1,0.380083130
"Atkinson, A(2)",Latin America & the Caribbean,2016,National,National,Nacional,LAC,América Latina y el Caribe,05 August 2020,"Atkinson, A(2)",1,WB569452,9999,1,999,1,0.621729239
Gini coefficient (no zero income),Latin America & the Caribbean,2016,National,National,Nacional,LAC,América Latina y el Caribe,05 August 2020,Coeficiente Gini (ingreso mayor a zero),1,WB569452,9999,1,999,1,0.514905931
Gini coefficient,Latin America & the Caribbean,2017,National,National,Nacional,LAC,América Latina y el Caribe,05 August 2020,Coeficiente Gini,1,WB569452,9999,1,999,1,0.513473170
Rate 90/10,Latin America & the Caribbean,2017,National,National,Nacional,LAC,América Latina y el Caribe,05 August 2020,Razon 90/10,1,WB569452,9999,1,999,1,10.221105673
Rate 75/25,Latin America & the Caribbean,2017,National,National,Nacional,LAC,América Latina y el Caribe,05 August 2020,Razon 75/25,1,WB569452,9999,1,999,1,3.250798461
"Generalized entropy, GE(-1)",Latin America & the Caribbean,2017,National,National,Nacional,LAC,América Latina y el Caribe,05 August 2020,"Indice de entropia, GE(-1)",1,WB569452,9999,1,999,1,0.814736964
"Mean log deviation, GE(0)",Latin America & the Caribbean,2017,National,National,Nacional,LAC,América Latina y el Caribe,05 August 2020,"Mean log deviation, GE(0)",1,WB569452,9999,1,999,1,0.475240178
"Theil index, GE(1)",Latin America & the Caribbean,2017,National,National,Nacional,LAC,América Latina y el Caribe,05 August 2020,"Indice de Theil, GE(1)",1,WB569452,9999,1,999,1,0.525059185
"Generalized entropy, GE(2)",Latin America & the Caribbean,2017,National,National,Nacional,LAC,América Latina y el Caribe,05 August 2020,"Indice de entropia, GE(2)",1,WB569452,9999,1,999,1,1.185231670
"Atkinson, A(0.5)",Latin America & the Caribbean,2017,National,National,Nacional,LAC,América Latina y el Caribe,05 August 2020,"Atkinson, A(0.5)",1,WB569452,9999,1,999,1,0.219227784
"Atkinson, A(1)",Latin America & the Caribbean,2017,National,National,Nacional,LAC,América Latina y el Caribe,05 August 2020,"Atkinson, A(1)",1,WB569452,9999,1,999,1,0.378264289
"Atkinson, A(2)",Latin America & the Caribbean,2017,National,National,Nacional,LAC,América Latina y el Caribe,05 August 2020,"Atkinson, A(2)",1,WB569452,9999,1,999,1,0.619695792
Gini coefficient (no zero income),Latin America & the Caribbean,2017,National,National,Nacional,LAC,América Latina y el Caribe,05 August 2020,Coeficiente Gini (ingreso mayor a zero),1,WB569452,9999,1,999,1,0.512833361
Gini coefficient,Latin America & the Caribbean,2018,National,National,Nacional,LAC,América Latina y el Caribe,05 August 2020,Coeficiente Gini,1,WB569452,2018,1,999,1,0.516499454
Rate 90/10,Latin America & the Caribbean,2018,National,National,Nacional,LAC,América Latina y el Caribe,05 August 2020,Razon 90/10,1,WB569452,2018,1,999,1,10.292153114
Rate 75/25,Latin America & the Caribbean,2018,National,National,Nacional,LAC,América Latina y el Caribe,05 August 2020,Razon 75/25,1,WB569452,2018,1,999,1,3.262819134
"Generalized entropy, GE(-1)",Latin America & the Caribbean,2018,National,National,Nacional,LAC,América Latina y el Caribe,05 August 2020,"Indice de entropia, GE(-1)",1,WB569452,2018,1,999,1,0.862853852
"Mean log deviation, GE(0)",Latin America & the Caribbean,2018,National,National,Nacional,LAC,América Latina y el Caribe,05 August 2020,"Mean log deviation, GE(0)",1,WB569452,2018,1,999,1,0.481206705
"Theil index, GE(1)",Latin America & the Caribbean,2018,National,National,Nacional,LAC,América Latina y el Caribe,05 August 2020,"Indice de Theil, GE(1)",1,WB569452,2018,1,999,1,0.534532110
"Generalized entropy, GE(2)",Latin America & the Caribbean,2018,National,National,Nacional,LAC,América Latina y el Caribe,05 August 2020,"Indice de entropia, GE(2)",1,WB569452,2018,1,999,1,1.208467903
"Atkinson, A(0.5)",Latin America & the Caribbean,2018,National,National,Nacional,LAC,América Latina y el Caribe,05 August 2020,"Atkinson, A(0.5)",1,WB569452,2018,1,999,1,0.222165532
"Atkinson, A(1)",Latin America & the Caribbean,2018,National,National,Nacional,LAC,América Latina y el Caribe,05 August 2020,"Atkinson, A(1)",1,WB569452,2018,1,999,1,0.381962847
"Atkinson, A(2)",Latin America & the Caribbean,2018,National,National,Nacional,LAC,América Latina y el Caribe,05 August 2020,"Atkinson, A(2)",1,WB569452,2018,1,999,1,0.633122804
Gini coefficient (no zero income),Latin America & the Caribbean,2018,National,National,Nacional,LAC,América Latina y el Caribe,05 August 2020,Coeficiente Gini (ingreso mayor a zero),1,WB569452,2018,1,999,1,0.515890522
Gini coefficient,Central America,2000,National,National,Nacional,CAR,América Central,05 August 2020,Coeficiente Gini,,WB569452,9999,1,1000,1,0.542306333
Rate 90/10,Central America,2000,National,National,Nacional,CAR,América Central,05 August 2020,Razon 90/10,,WB569452,9999,1,1000,1,12.969618699
Rate 75/25,Central America,2000,National,National,Nacional,CAR,América Central,05 August 2020,Razon 75/25,,WB569452,9999,1,1000,1,3.610321102
"Generalized entropy, GE(-1)",Central America,2000,National,National,Nacional,CAR,América Central,05 August 2020,"Indice de entropia, GE(-1)",,WB569452,9999,1,1000,1,4.403104859
"Mean log deviation, GE(0)",Central America,2000,National,National,Nacional,CAR,América Central,05 August 2020,"Mean log deviation, GE(0)",,WB569452,9999,1,1000,1,0.546829105
"Theil index, GE(1)",Central America,2000,National,National,Nacional,CAR,América Central,05 August 2020,"Indice de Theil, GE(1)",,WB569452,9999,1,1000,1,0.591887149
"Generalized entropy, GE(2)",Central America,2000,National,National,Nacional,CAR,América Central,05 August 2020,"Indice de entropia, GE(2)",,WB569452,9999,1,1000,1,1.482784903
"Atkinson, A(0.5)",Central America,2000,National,National,Nacional,CAR,América Central,05 August 2020,"Atkinson, A(0.5)",,WB569452,9999,1,1000,1,0.244864795
"Atkinson, A(1)",Central America,2000,National,National,Nacional,CAR,América Central,05 August 2020,"Atkinson, A(1)",,WB569452,9999,1,1000,1,0.421217839
"Atkinson, A(2)",Central America,2000,National,National,Nacional,CAR,América Central,05 August 2020,"Atkinson, A(2)",,WB569452,9999,1,1000,1,0.898023800
Gini coefficient (no zero income),Central America,2000,National,National,Nacional,CAR,América Central,05 August 2020,Coeficiente Gini (ingreso mayor a zero),,WB569452,9999,1,1000,1,0.540806332
Gini coefficient,Central America,2001,National,National,Nacional,CAR,América Central,05 August 2020,Coeficiente Gini,,WB569452,9999,1,1000,1,0.543012730
Rate 90/10,Central America,2001,National,National,Nacional,CAR,América Central,05 August 2020,Razon 90/10,,WB569452,9999,1,1000,1,13.127833963
Rate 75/25,Central America,2001,National,National,Nacional,CAR,América Central,05 August 2020,Razon 75/25,,WB569452,9999,1,1000,1,3.637000237
"Generalized entropy, GE(-1)",Central America,2001,National,National,Nacional,CAR,América Central,05 August 2020,"Indice de entropia, GE(-1)",,WB569452,9999,1,1000,1,1.100622123
"Mean log deviation, GE(0)",Central America,2001,National,National,Nacional,CAR,América Central,05 August 2020,"Mean log deviation, GE(0)",,WB569452,9999,1,1000,1,0.551489373
"Theil index, GE(1)",Central America,2001,National,National,Nacional,CAR,América Central,05 August 2020,"Indice de Theil, GE(1)",,WB569452,9999,1,1000,1,0.584902947
"Generalized entropy, GE(2)",Central America,2001,National,National,Nacional,CAR,América Central,05 August 2020,"Indice de entropia, GE(2)",,WB569452,9999,1,1000,1,1.309240321
"Atkinson, A(0.5)",Central America,2001,National,National,Nacional,CAR,América Central,05 August 2020,"Atkinson, A(0.5)",,WB569452,9999,1,1000,1,0.245176799
"Atkinson, A(1)",Central America,2001,National,National,Nacional,CAR,América Central,05 August 2020,"Atkinson, A(1)",,WB569452,9999,1,1000,1,0.423908843
"Atkinson, A(2)",Central America,2001,National,National,Nacional,CAR,América Central,05 August 2020,"Atkinson, A(2)",,WB569452,9999,1,1000,1,0.687621461
Gini coefficient (no zero income),Central America,2001,National,National,Nacional,CAR,América Central,05 August 2020,Coeficiente Gini (ingreso mayor a zero),,WB569452,9999,1,1000,1,0.542110527
Gini coefficient,Central America,2002,National,National,Nacional,CAR,América Central,05 August 2020,Coeficiente Gini,,WB569452,9999,1,1000,1,0.544200649
Rate 90/10,Central America,2002,National,National,Nacional,CAR,América Central,05 August 2020,Razon 90/10,,WB569452,9999,1,1000,1,13.012089035
Rate 75/25,Central America,2002,National,National,Nacional,CAR,América Central,05 August 2020,Razon 75/25,,WB569452,9999,1,1000,1,3.698927271
"Generalized entropy, GE(-1)",Central America,2002,National,National,Nacional,CAR,América Central,05 August 2020,"Indice de entropia, GE(-1)",,WB569452,9999,1,1000,1,1.104874487
"Mean log deviation, GE(0)",Central America,2002,National,National,Nacional,CAR,América Central,05 August 2020,"Mean log deviation, GE(0)",,WB569452,9999,1,1000,1,0.554072712
"Theil index, GE(1)",Central America,2002,National,National,Nacional,CAR,América Central,05 August 2020,"Indice de Theil, GE(1)",,WB569452,9999,1,1000,1,0.595040124
"Generalized entropy, GE(2)",Central America,2002,National,National,Nacional,CAR,América Central,05 August 2020,"Indice de entropia, GE(2)",,WB569452,9999,1,1000,1,1.429526412
"Atkinson, A(0.5)",Central America,2002,National,National,Nacional,CAR,América Central,05 August 2020,"Atkinson, A(0.5)",,WB569452,9999,1,1000,1,0.247071833
"Atkinson, A(1)",Central America,2002,National,National,Nacional,CAR,América Central,05 August 2020,"Atkinson, A(1)",,WB569452,9999,1,1000,1,0.425395162
"Atkinson, A(2)",Central America,2002,National,National,Nacional,CAR,América Central,05 August 2020,"Atkinson, A(2)",,WB569452,9999,1,1000,1,0.688449157
Gini coefficient (no zero income),Central America,2002,National,National,Nacional,CAR,América Central,05 August 2020,Coeficiente Gini (ingreso mayor a zero),,WB569452,9999,1,1000,1,0.543301828
Gini coefficient,Central America,2003,National,National,Nacional,CAR,América Central,05 August 2020,Coeficiente Gini,,WB569452,9999,1,1000,1,0.546869708
Rate 90/10,Central America,2003,National,National,Nacional,CAR,América Central,05 August 2020,Razon 90/10,,WB569452,9999,1,1000,1,13.385904473
Rate 75/25,Central America,2003,National,National,Nacional,CAR,América Central,05 August 2020,Razon 75/25,,WB569452,9999,1,1000,1,3.685705526
"Generalized entropy, GE(-1)",Central America,2003,National,National,Nacional,CAR,América Central,05 August 2020,"Indice de entropia, GE(-1)",,WB569452,9999,1,1000,1,1.237556413
"Mean log deviation, GE(0)",Central America,2003,National,National,Nacional,CAR,América Central,05 August 2020,"Mean log deviation, GE(0)",,WB569452,9999,1,1000,1,0.563612059
"Theil index, GE(1)",Central America,2003,National,National,Nacional,CAR,América Central,05 August 2020,"Indice de Theil, GE(1)",,WB569452,9999,1,1000,1,0.598503124
"Generalized entropy, GE(2)",Central America,2003,National,National,Nacional,CAR,América Central,05 August 2020,"Indice de entropia, GE(2)",,WB569452,9999,1,1000,1,1.390502686
"Atkinson, A(0.5)",Central America,2003,National,National,Nacional,CAR,América Central,05 August 2020,"Atkinson, A(0.5)",,WB569452,9999,1,1000,1,0.249364253
"Atkinson, A(1)",Central America,2003,National,National,Nacional,CAR,América Central,05 August 2020,"Atkinson, A(1)",,WB569452,9999,1,1000,1,0.430850455
"Atkinson, A(2)",Central America,2003,National,National,Nacional,CAR,América Central,05 August 2020,"Atkinson, A(2)",,WB569452,9999,1,1000,1,0.712239559
Gini coefficient (no zero income),Central America,2003,National,National,Nacional,CAR,América Central,05 August 2020,Coeficiente Gini (ingreso mayor a zero),,WB569452,9999,1,1000,1,0.545539777
Gini coefficient,Central America,2004,National,National,Nacional,CAR,América Central,05 August 2020,Coeficiente Gini,,WB569452,9999,1,1000,1,0.538529290
Rate 90/10,Central America,2004,National,National,Nacional,CAR,América Central,05 August 2020,Razon 90/10,,WB569452,9999,1,1000,1,12.524143907
Rate 75/25,Central America,2004,National,National,Nacional,CAR,América Central,05 August 2020,Razon 75/25,,WB569452,9999,1,1000,1,3.573969064
"Generalized entropy, GE(-1)",Central America,2004,National,National,Nacional,CAR,América Central,05 August 2020,"Indice de entropia, GE(-1)",,WB569452,9999,1,1000,1,1.034211502
"Mean log deviation, GE(0)",Central America,2004,National,National,Nacional,CAR,América Central,05 August 2020,"Mean log deviation, GE(0)",,WB569452,9999,1,1000,1,0.537192702
"Theil index, GE(1)",Central America,2004,National,National,Nacional,CAR,América Central,05 August 2020,"Indice de Theil, GE(1)",,WB569452,9999,1,1000,1,0.585047155
"Generalized entropy, GE(2)",Central America,2004,National,National,Nacional,CAR,América Central,05 August 2020,"Indice de entropia, GE(2)",,WB569452,9999,1,1000,1,1.456450179
"Atkinson, A(0.5)",Central America,2004,National,National,Nacional,CAR,América Central,05 August 2020,"Atkinson, A(0.5)",,WB569452,9999,1,1000,1,0.241825032
"Atkinson, A(1)",Central America,2004,National,National,Nacional,CAR,América Central,05 August 2020,"Atkinson, A(1)",,WB569452,9999,1,1000,1,0.415613501
"Atkinson, A(2)",Central America,2004,National,National,Nacional,CAR,América Central,05 August 2020,"Atkinson, A(2)",,WB569452,9999,1,1000,1,0.674099693
Gini coefficient (no zero income),Central America,2004,National,National,Nacional,CAR,América Central,05 August 2020,Coeficiente Gini (ingreso mayor a zero),,WB569452,9999,1,1000,1,0.537489820
Gini coefficient,Central America,2005,National,National,Nacional,CAR,América Central,05 August 2020,Coeficiente Gini,,WB569452,9999,1,1000,1,0.533821193
Rate 90/10,Central America,2005,National,National,Nacional,CAR,América Central,05 August 2020,Razon 90/10,,WB569452,9999,1,1000,1,12.629914566
Rate 75/25,Central America,2005,National,National,Nacional,CAR,América Central,05 August 2020,Razon 75/25,,WB569452,9999,1,1000,1,3.550641430
"Generalized entropy, GE(-1)",Central America,2005,National,National,Nacional,CAR,América Central,05 August 2020,"Indice de entropia, GE(-1)",,WB569452,9999,1,1000,1,1.111399233
"Mean log deviation, GE(0)",Central America,2005,National,National,Nacional,CAR,América Central,05 August 2020,"Mean log deviation, GE(0)",,WB569452,9999,1,1000,1,0.533364236
